,id,name,street_address,price,cuisine,rating,latitude,longitude,price_mid,cuisine_cat,duplicate
211,211,Awfully Chocolate,131 East Coast Road,$0 - $9,Fusion,4.0,1.306185,103.90496,4.5,21,0
213,213,Awfully Chocolate,"VivoCity, 1 Harbourfront Walk #01-156",$0 - $9,French,4.0,1.263928,103.822229,4.5,18,0
216,216,Ayam Penyet - Canteen 2,"NTU, Blk 41 Students Walk (Hall of Residence 2)",$0 - $9,Malay,3.5,1.348464,103.684201,4.5,9,0
217,217,Ayam Penyet Ria,"Far East Plaza, 14 Scotts Road #05-22",$0 - $9,Indonesian,3.5,1.307079,103.833146,4.5,33,0
218,218,Ayam Penyet Ria,"Lucky Plaza, 304 Orchard Road #01-042/047",$0 - $9,Indonesian,4.0,1.30459,103.83407,4.5,33,0
219,219,Ayza&#39;s Cafe,"Beauty World Centre, 144 Upper Bukit Timah Road #04-18",$0 - $9,"Indian, Singaporean",3.5,1.342492,103.776647,4.5,20,1
219,219,Ayza&#39;s Cafe,"Beauty World Centre, 144 Upper Bukit Timah Road #04-18",$0 - $9,"Indian, Singaporean",3.5,1.342492,103.776647,4.5,4,1
220,220,Azmaya Honten,"Cuppage Plaza, 5 Koek Road #03-24 to 28",$31 - $50,Japanese,3.5,1.301983,103.840726,40.5,24,0
221,221,Azmaya,30 Robertson Quay #01-12/13,$21 - $30,Japanese,4.0,1.291277,103.841351,25.5,24,0
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,34,1
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,19,1
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,10,1
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,11,1
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,28,1
222,222,Azucar,345 Beach Road,$21 - $30,"Spanish, Italian, Middle Eastern/Mediterranean, European, Fusion",3.5,1.301474,103.861656,25.5,21,1
223,223,Azur Restaurant,"Crowne Plaza Changi Airport, 75 Airport Boulevard Level 2",$31 - $50,Multi-Cuisine,3.5,1.35868,103.987947,40.5,1,0
224,224,Azzura Gelato Cafe,"Katong V, 30 East Coast Road #01-01/02",$11 - $20,Australian / New Zealand,3.5,1.30377,103.90291,15.5,29,1
224,224,Azzura Gelato Cafe,"Katong V, 30 East Coast Road #01-01/02",$11 - $20,Australian / New Zealand,3.5,1.30377,103.90291,15.5,30,1
225,225,B. Bakery,15 Bussorah St,$11 - $20,American,3.5,1.301233,103.860083,15.5,16,0
226,226,Ba Xian,"Tower Club, 9 Raffles Place #63",$21 - $30,Singaporean Chinese,3.5,1.283039,103.850918,25.5,15,0
227,227,Baan Khun Nai Authentic Thai Cuisine,"The Odeon Katong, 11 East Coast Road #01-22",$11 - $20,Thai,3.5,1.304685,103.901889,15.5,12,0
228,228,Baba Chews,86 East Coast Road #01-01 Katong Square,$21 - $30,"Peranakan / Nonya, Singaporean Chinese",3.5,1.30468,103.904727,25.5,13,1
228,228,Baba Chews,86 East Coast Road #01-01 Katong Square,$21 - $30,"Peranakan / Nonya, Singaporean Chinese",3.5,1.30468,103.904727,25.5,14,1
228,228,Baba Chews,86 East Coast Road #01-01 Katong Square,$21 - $30,"Peranakan / Nonya, Singaporean Chinese",3.5,1.30468,103.904727,25.5,15,1
229,229,Babalicious,"Marina Cove, 1000 East Coast Parkway, #01-02",$11 - $20,Peranakan / Nonya,3.5,1.301237,103.912956,15.5,13,1
229,229,Babalicious,"Marina Cove, 1000 East Coast Parkway, #01-02",$11 - $20,Peranakan / Nonya,3.5,1.301237,103.912956,15.5,14,1
230,230,Babette Restaurant &amp; Bar,"Parc Sovereign Hotel,165 Tyrwhitt Road",$11 - $20,"French, European, Japanese",4.0,1.303595,103.851183,15.5,18,1
230,230,Babette Restaurant &amp; Bar,"Parc Sovereign Hotel,165 Tyrwhitt Road",$11 - $20,"French, European, Japanese",4.0,1.303595,103.851183,15.5,28,1
230,230,Babette Restaurant &amp; Bar,"Parc Sovereign Hotel,165 Tyrwhitt Road",$11 - $20,"French, European, Japanese",4.0,1.303595,103.851183,15.5,24,1
232,232,Badoque Caf&#233;,296 Upper Thomson Road,$11 - $20,"Fusion, Multi-Cuisine",3.5,1.353041,103.835133,15.5,21,1
232,232,Badoque Caf&#233;,296 Upper Thomson Road,$11 - $20,"Fusion, Multi-Cuisine",3.5,1.353041,103.835133,15.5,1,1
233,233,Bai Nian,"Albert Centre Market &amp; Food Centre, 270 Queen St #01-58",$0 - $9,"Singaporean, Chinese",3.5,1.345614,103.944627,4.5,4,1
233,233,Bai Nian,"Albert Centre Market &amp; Food Centre, 270 Queen St #01-58",$0 - $9,"Singaporean, Chinese",3.5,1.345614,103.944627,4.5,5,1
234,234,Baikohken Ramen,"KINEX, 11 Tanjong Katong Road #01-67/68",$11 - $20,Japanese,3.5,1.314639,103.894692,15.5,24,0
235,235,Baja Fresh,"Rendezvous Gallery, 9 Bras Basah Road, #01-03",$11 - $20,Mexican,3.5,1.298583,103.849316,15.5,35,0
236,236,BAKE Cheese Tart,"ION Orchard, #B4-33, 2 Orchard",$0 - $9,Japanese,3.5,1.304082,103.832016,4.5,24,0
240,240,Baker &amp; Cook,77 Hillcrest Road,$11 - $20,European,4.0,1.331606,103.807506,15.5,28,0
242,242,Baker &amp; Cook,"Chip Bee Gardens, 44 Jalan Merah Saga #01-56",$11 - $20,European,3.5,1.311753,103.796821,15.5,28,0
246,246,Baker&#39;s Oven Pattisieries,"SPC Bukit Panjang, 41 Bukit Panjang Ring Road",$11 - $20,Portuguese,4.0,1.383383,103.772722,15.5,36,0
249,249,Bakery &amp; Bar St Marc,"Parkland Green, 920 East Coast Parkway #01-09/10",$11 - $20,Japanese,3.5,1.299244,103.906579,15.5,24,0
250,250,Bakery Cuisine,"Sembawang Shopping Centre, 604 Sembawang Road #B1-19",$0 - $9,Japanese,3.5,1.441732,103.824813,4.5,24,0
256,256,Balaclava,"Suntec City, North Wing, 3 Temasek Boulevard #01-434",$11 - $20,Fusion,3.5,1.293422,103.856858,15.5,21,0
257,257,BALIthai,"West Mall, 1 Bukit Batok Central Link #03-03",$21 - $30,"Thai, Indonesian",3.5,1.350024,103.749229,25.5,12,1
257,257,BALIthai,"West Mall, 1 Bukit Batok Central Link #03-03",$21 - $30,"Thai, Indonesian",3.5,1.350024,103.749229,25.5,33,1
258,258,BALIthai,"I12 Katong, 112 East Coast Road #02-11",$21 - $30,"Thai, Indonesian",4.0,1.305462,103.904652,25.5,12,1
258,258,BALIthai,"I12 Katong, 112 East Coast Road #02-11",$21 - $30,"Thai, Indonesian",4.0,1.305462,103.904652,25.5,33,1
259,259,BALIthai,"Nex, 23 Serangoon Central #02-13",$21 - $30,"Thai, Indonesian",3.5,1.351221,103.872292,25.5,12,1
259,259,BALIthai,"Nex, 23 Serangoon Central #02-13",$21 - $30,"Thai, Indonesian",3.5,1.351221,103.872292,25.5,33,1
261,261,Ban Heng,"Orchard Central, 181 Orchard Road #11-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.300813,103.839903,65.5,6,1
261,261,Ban Heng,"Orchard Central, 181 Orchard Road #11-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.300813,103.839903,65.5,7,1
261,261,Ban Heng,"Orchard Central, 181 Orchard Road #11-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.300813,103.839903,65.5,8,1
262,262,Ban Heng,"Harbourfront Centre, 1 Maritime Square #04-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.264621,103.820249,65.5,6,1
262,262,Ban Heng,"Harbourfront Centre, 1 Maritime Square #04-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.264621,103.820249,65.5,7,1
262,262,Ban Heng,"Harbourfront Centre, 1 Maritime Square #04-01/02",$51 - $80,"Cantonese/Hong Kong, Teochew",3.5,1.264621,103.820249,65.5,8,1
264,264,Ban Mian . Fish . Seafood Soup - Kopitiam,"NUH Main Building 1, 5 Lower Kent Ridge Road, Kopitiam",$0 - $9,Singaporean,3.5,1.29645,103.78285,4.5,4,0
265,265,Ban Mian / Fish Soup,"Nanyang Polytechnic, 180 Ang Mo Kio Ave 8 (North Canteen)",$0 - $9,"Singaporean, Chinese",3.5,1.380099,103.849099,4.5,4,1
265,265,Ban Mian / Fish Soup,"Nanyang Polytechnic, 180 Ang Mo Kio Ave 8 (North Canteen)",$0 - $9,"Singaporean, Chinese",3.5,1.380099,103.849099,4.5,5,1
268,268,Ban Mian - Fountain Food Terrace,"Suntec City Mall, 3 Temasek Boulevard #B1-024/025/045 (Fountain Food Terrace)",$0 - $9,Singaporean,3.5,1.293422,103.856858,4.5,4,0
269,269,Ban Mian - Kopitiam,"IMM, 2 Jurong East St 21 #02-69",$0 - $9,"Singaporean, Chinese",3.5,1.347118,103.728632,4.5,4,1
269,269,Ban Mian - Kopitiam,"IMM, 2 Jurong East St 21 #02-69",$0 - $9,"Singaporean, Chinese",3.5,1.347118,103.728632,4.5,5,1
270,270,Ban Mian - Koufu,"Loyang Point, Blk 258 Pasir Ris St 21 #02-313",$0 - $9,"Singaporean, Chinese",3.5,1.367093,103.964772,4.5,4,1
270,270,Ban Mian - Koufu,"Loyang Point, Blk 258 Pasir Ris St 21 #02-313",$0 - $9,"Singaporean, Chinese",3.5,1.367093,103.964772,4.5,5,1
274,274,Bangkok Jam,"Plaza Singapura, 68 Orchard Road #03-85",$31 - $50,Thai,3.0,1.300005,103.844626,40.5,12,0
275,275,Bangkok Jam,"Jem, 50 Jurong Gateway Road #03-21",$31 - $50,Thai,3.0,1.333169,103.743536,40.5,12,0
276,276,Bangkok Jam,"Wheelock Place, 501 Orchard Road #02-04/05",$31 - $50,Thai,3.5,1.304811,103.831198,40.5,12,0
277,277,Bao Luo Wan Xiang - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",$0 - $9,"Cantonese/Hong Kong, Chinese",3.5,1.297855,103.850276,4.5,6,1
277,277,Bao Luo Wan Xiang - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",$0 - $9,"Cantonese/Hong Kong, Chinese",3.5,1.297855,103.850276,4.5,7,1
277,277,Bao Luo Wan Xiang - Kopitiam,"Manulife Centre, 51 Bras Basah Road #01-03",$0 - $9,"Cantonese/Hong Kong, Chinese",3.5,1.297855,103.850276,4.5,5,1
279,279,Bar Bar Black Sheep,86 Robertson Quay,$21 - $30,"Japanese, Indian",3.5,1.289982,103.837328,25.5,24,1
279,279,Bar Bar Black Sheep,86 Robertson Quay,$21 - $30,"Japanese, Indian",3.5,1.289982,103.837328,25.5,20,1
284,284,Bariuma,"United Square, 101 Thomson Road, #B1-08",$21 - $30,Japanese,3.5,1.316866,103.84377,25.5,24,0
290,290,Baskin Robbins,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",$0 - $9,American,4.0,1.28643,103.827693,4.5,16,0
291,291,Basque Kitchen by Aitor,97 Amoy Street,$81 - $150,European,3.5,1.281457,103.84719,115.5,28,0
292,292,Bay Sushi,"Marina Bay Sands, 10 Bayfront Avenue #B2-01B (The Shoppes)",$31 - $50,Japanese,3.5,1.283697,103.860723,40.5,24,0
294,294,BBQ Chicken,"The Central, 6 Eu Tong Sen St #01-58",$0 - $9,Korean,3.5,1.28878,103.846236,4.5,2,0
295,295,BBQ Chicken,"West Coast Plaza, 154 West Coast Road #02-45",$0 - $9,Korean,3.5,1.303708,103.766401,4.5,2,0
297,297,BBQ Chicken,"Northpoint, 930 Yishun Ave 2  #B2-17/20",$0 - $9,Korean,3.5,1.42846,103.836099,4.5,2,0
300,300,BBQ Wholesale Centre,81 Frankel Avenue,$11 - $20,"Malay, Singaporean",4.5,1.31522,103.919125,15.5,9,1
300,300,BBQ Wholesale Centre,81 Frankel Avenue,$11 - $20,"Malay, Singaporean",4.5,1.31522,103.919125,15.5,4,1
302,302,Beach Culture Watercross,"Pasir Ris Park, 131 Pasir Ris Road",$21 - $30,European,3.5,1.385583,103.943738,25.5,28,0
303,303,Beach Road Kitchen,"JW Marriott Singapore South Beach, 30 Beach Road",$81 - $150,Multi-Cuisine,3.5,1.294001,103.85592,115.5,1,0
306,306,Beans &amp; Cream,Blk 347 Bukit Batok St 34 #01-260,$0 - $9,"Singaporean, Singaporean Western",4.0,1.36252,103.751375,4.5,4,1
306,306,Beans &amp; Cream,Blk 347 Bukit Batok St 34 #01-260,$0 - $9,"Singaporean, Singaporean Western",4.0,1.36252,103.751375,4.5,23,1
307,307,Bear Baby Spicy Fragrant Pot,"602B Tampines Ave 9, Stall 2",$11 - $20,Sichuan,3.5,1.361361,103.93766,15.5,37,0
308,308,Bear Bites,"MDIS Campus, 501 Stirling Road",$0 - $9,Taiwanese,3.5,1.297502,103.800544,4.5,17,0
309,309,Bear Paw,"Jurong Point, 1 Jurong West Central 2 #01-17H (JP1)",$0 - $9,Taiwanese,3.5,1.322669,103.720709,4.5,17,0
310,310,Beard Papa&#39;s,"Nex, 23 Serangoon Central #03-K15",$0 - $9,Japanese,4.0,1.351221,103.872292,4.5,24,0
314,314,Beaver&#39;s Pub and Grill,33 Liang Seah St #01-01/02,$11 - $20,American,3.0,1.298229,103.856056,15.5,16,0
315,315,Bebek Goreng Pak Ndut,"304 Orchard Road, #01-42/43/44 Lucky Plaza",$0 - $9,Indonesian,3.5,1.30429,103.834036,4.5,33,0
316,316,Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.303287,103.810502,15.5,18,1
316,316,Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.303287,103.810502,15.5,10,1
316,316,Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.303287,103.810502,15.5,11,1
316,316,Becasse,10 Dempsey Road #01-21,$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.303287,103.810502,15.5,28,1
317,317,Bedok 456 Mee Hoon Kway,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-46",$0 - $9,"Singaporean, Chinese",3.5,1.335532,103.85695,4.5,4,1
317,317,Bedok 456 Mee Hoon Kway,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-46",$0 - $9,"Singaporean, Chinese",3.5,1.335532,103.85695,4.5,5,1
318,318,Bedok Chwee Kueh,"Bedok Interchange Hawker Centre, 208 New Upper Changi Road, #01-19",$0 - $9,Singaporean Chinese,3.5,1.324614,103.930571,4.5,15,0
319,319,Bedok North 85 Fried Oysters,"Kovan Hougang Market &amp; Food Centre, 209 Hougang St 21 #01-30",$0 - $9,Singaporean,3.5,1.359155,103.885976,4.5,4,0
324,324,Bee Heong Palace Restaurant,218 Bedok North Street 1 #01-01,$31 - $50,"Fujian/Heng Hwa, Chinese",3.5,1.327345,103.933787,40.5,26,1
324,324,Bee Heong Palace Restaurant,218 Bedok North Street 1 #01-01,$31 - $50,"Fujian/Heng Hwa, Chinese",3.5,1.327345,103.933787,40.5,27,1
324,324,Bee Heong Palace Restaurant,218 Bedok North Street 1 #01-01,$31 - $50,"Fujian/Heng Hwa, Chinese",3.5,1.327345,103.933787,40.5,5,1
325,325,Bee Kee Cooked Food,"Chong Pang Market &amp; Food Centre, 104/105 Yishun Ring Road #01-144",$0 - $9,Singaporean,3.5,1.431778,103.825807,4.5,4,0
326,326,Beer Market,"The Foundry, 3B River Valley Road #01-17/02-02",$21 - $30,Multi-Cuisine,4.0,1.290312,103.846721,25.5,1,0
327,327,Beirut,72 Bussorah Street,$31 - $50,Middle Eastern/Mediterranean,3.5,1.300815,103.859957,40.5,10,1
327,327,Beirut,72 Bussorah Street,$31 - $50,Middle Eastern/Mediterranean,3.5,1.300815,103.859957,40.5,11,1
328,328,Bel Mondo,"Millenia Walk, 9 Raffles Boulevard #01-09",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.292083,103.859414,15.5,19,1
328,328,Bel Mondo,"Millenia Walk, 9 Raffles Boulevard #01-09",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.292083,103.859414,15.5,10,1
328,328,Bel Mondo,"Millenia Walk, 9 Raffles Boulevard #01-09",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.292083,103.859414,15.5,11,1
329,329,Bella Pasta,"Riverside View, 30 Robertson Quay, #01-09",$51 - $80,Italian,3.5,1.291277,103.841351,65.5,19,0
330,330,Bella Pizza,"Riverside Village Residences, 30 Robertson Quay #01-14",$21 - $30,Italian,4.0,1.29112,103.84114,25.5,19,0
331,331,belle-ville Pancake Cafe,"Square 2, 10 Sinaran Drive, #01-152 to 154",$0 - $9,Japanese,3.5,1.320635,103.844326,4.5,24,0
335,335,Bengawan Solo,"Anchorpoint, 370 Alexandra Road #B1-45",$0 - $9,Peranakan / Nonya,3.5,1.28871,103.805077,4.5,13,1
335,335,Bengawan Solo,"Anchorpoint, 370 Alexandra Road #B1-45",$0 - $9,Peranakan / Nonya,3.5,1.28871,103.805077,4.5,14,1
336,336,Bengawan Solo,"West Mall, 1 Bukit Batok Central Link #B1-02",$0 - $9,Peranakan / Nonya,4.0,1.350024,103.749229,4.5,13,1
336,336,Bengawan Solo,"West Mall, 1 Bukit Batok Central Link #B1-02",$0 - $9,Peranakan / Nonya,4.0,1.350024,103.749229,4.5,14,1
337,337,Bengawan Solo,"Changi Airport Terminal 3, 65 Airport Boulevard #02-MN-52 (Departure Check In Hall)",$0 - $9,Peranakan / Nonya,3.5,1.353943,103.985131,4.5,13,1
337,337,Bengawan Solo,"Changi Airport Terminal 3, 65 Airport Boulevard #02-MN-52 (Departure Check In Hall)",$0 - $9,Peranakan / Nonya,3.5,1.353943,103.985131,4.5,14,1
338,338,Bengawan Solo,Blk 18 Tai Thong Crescent,$0 - $9,Peranakan / Nonya,3.5,1.329243,103.869642,4.5,13,1
338,338,Bengawan Solo,Blk 18 Tai Thong Crescent,$0 - $9,Peranakan / Nonya,3.5,1.329243,103.869642,4.5,14,1
340,340,Benjamin Browns Bistro &amp; Bakery,"Forum The Shopping Mall, 583 Orchard Road #01-20/21",$0 - $9,European,3.5,1.306024,103.828854,4.5,28,0
341,341,Benson Salted Duck Rice,"Blk 168, Toa Payoh Lorong 1 #01-1040",$0 - $9,Teochew,3.5,1.331866,103.843449,4.5,8,0
342,342,Benten Caf&#233;,"Jurong Point, 1 Jurong West Central 2 #03-20/20A/K4 (JP1)",$11 - $20,"Italian, Japanese, Fusion",4.0,1.322669,103.720709,15.5,19,1
342,342,Benten Caf&#233;,"Jurong Point, 1 Jurong West Central 2 #03-20/20A/K4 (JP1)",$11 - $20,"Italian, Japanese, Fusion",4.0,1.322669,103.720709,15.5,24,1
342,342,Benten Caf&#233;,"Jurong Point, 1 Jurong West Central 2 #03-20/20A/K4 (JP1)",$11 - $20,"Italian, Japanese, Fusion",4.0,1.322669,103.720709,15.5,21,1
343,343,Beppu Menkan Japanese Noodles ,"Tiong Bahru Plaza, 302 Tiong Bahru Road, #02-16/17/18",$11 - $20,Japanese,3.5,1.28643,103.827693,15.5,24,0
344,344,Bergs Gourmet Burgers,45 East Coast Road,$11 - $20,Australian / New Zealand,3.5,1.304997,103.902999,15.5,29,1
344,344,Bergs Gourmet Burgers,45 East Coast Road,$11 - $20,Australian / New Zealand,3.5,1.304997,103.902999,15.5,30,1
345,345,Berrylite,"One Raffles Place, 1 Raffles Place #B1-10",$0 - $9,Singaporean,4.0,1.28453,103.850971,4.5,4,0
347,347,Best Fries Forever,"Cathay Cineleisure Orchard, 8 Grange Road #B1-06",$0 - $9,American,3.5,1.301454,103.836467,4.5,16,0
348,348,Beverage,Blk 478 Tampines St 44,$0 - $9,Singaporean,3.5,1.389546,103.772988,4.5,4,0
357,357,Bibigo,"Suntec City Mall, East Wing, 3 Temasek Boulevard #B1-107",$11 - $20,Korean,3.5,1.293422,103.856858,15.5,2,0
358,358,Bibigo,"Nex, 23 Serangoon Central #03-08",$11 - $20,Korean,3.5,1.351221,103.872292,15.5,2,0
359,359,BiBiQiu,"The Central, 6 Eu Tong Sen St",$0 - $9,"Korean, Fusion",3.5,1.28878,103.846236,4.5,2,1
359,359,BiBiQiu,"The Central, 6 Eu Tong Sen St",$0 - $9,"Korean, Fusion",3.5,1.28878,103.846236,4.5,21,1
360,360,Big Bites - Kopitiam,"Tampines Mall, 4 Tampines Central 5 #04-27/29",$11 - $20,Indian,3.5,1.352645,103.94473,15.5,20,0
362,362,Big Mama Korean Food,2 Kim Tian Road,$31 - $50,Korean,3.5,1.28525,103.829252,40.5,2,0
363,363,Billy Bombers American Diner,"Jurong Point, 1 Jurong West Central 2 #02-20E (JP1)",$11 - $20,American,4.0,1.322669,103.720709,15.5,16,0
364,364,Bincho at Hua Bee,78 Moh Guan Terrace #01-19,$51 - $80,Japanese,3.5,1.283499,103.830404,65.5,24,0
366,366,Birds of a Feather,"115 Amoy Street, #01-01",$31 - $50,"Singaporean Western, Fusion",3.5,1.282247,103.847646,40.5,23,1
366,366,Birds of a Feather,"115 Amoy Street, #01-01",$31 - $50,"Singaporean Western, Fusion",3.5,1.282247,103.847646,40.5,21,1
368,368,Bishamon,"Bukit Panjang Plaza, 1 Jelebu Road #01-64/65",$11 - $20,Japanese,3.0,1.37956,103.764306,15.5,24,0
369,369,Bishamon,"Great World City, 1 Kim Seng Promenade #01-21B",$11 - $20,Japanese,3.5,1.293902,103.831787,15.5,24,0
370,370,Bismillah Biryani Restaurant,50 Dunlop Street,$0 - $9,Indian,2.5,1.305051,103.853694,4.5,20,0
371,371,Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5,1.293432,103.841182,65.5,19,1
371,371,Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5,1.293432,103.841182,65.5,10,1
371,371,Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5,1.293432,103.841182,65.5,11,1
371,371,Bistecca Tuscan Steakhouse,26 Mohamed Sultan Road,$51 - $80,"Italian, Middle Eastern/Mediterranean, European",4.5,1.293432,103.841182,65.5,28,1
375,375,Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.27393,103.801594,15.5,18,1
375,375,Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.27393,103.801594,15.5,10,1
375,375,Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.27393,103.801594,15.5,11,1
375,375,Bistroquet,"Alexandra Retail Centre, 460 Alexandra Road #02-20",$11 - $20,"French, Middle Eastern/Mediterranean, European",3.5,1.27393,103.801594,15.5,28,1
378,378,BJ&#39;s American Diner and Grill,312 Balestier Road #01-01,$21 - $30,American,4.0,1.323536,103.8524,25.5,16,0
380,380,Black Canyon Coffee,"The Connexis, 1 Fusionopolis Way #02-01/02",$11 - $20,"Thai, Fusion, Multi-Cuisine",4.0,1.299469,103.787506,15.5,12,1
380,380,Black Canyon Coffee,"The Connexis, 1 Fusionopolis Way #02-01/02",$11 - $20,"Thai, Fusion, Multi-Cuisine",4.0,1.299469,103.787506,15.5,21,1
380,380,Black Canyon Coffee,"The Connexis, 1 Fusionopolis Way #02-01/02",$11 - $20,"Thai, Fusion, Multi-Cuisine",4.0,1.299469,103.787506,15.5,1,1
383,383,Black Society,"VivoCity, 1 Harbourfront Walk #02-156/157",$21 - $30,Cantonese/Hong Kong,4.0,1.263928,103.822229,25.5,6,1
383,383,Black Society,"VivoCity, 1 Harbourfront Walk #02-156/157",$21 - $30,Cantonese/Hong Kong,4.0,1.263928,103.822229,25.5,7,1
384,384,Black &amp; White Dessert House,"Sembawang Shopping Centre, 604 Sembawang Road #B1-K3",$0 - $9,Taiwanese,3.5,1.441732,103.824813,4.5,17,0
385,385,BlackBall,"Bedok Mall, 311 New Upper Changi Road #01-03",$0 - $9,Taiwanese,3.5,1.324493,103.929484,4.5,17,0
386,386,BlackBall,"Bugis+, 201 Victoria St #01-14",$0 - $9,Taiwanese,3.5,1.300152,103.856221,4.5,17,0
387,387,BlackBall,"The Star Vista, 1 Vista Exchange Green #02-14/15",$0 - $9,Taiwanese,4.0,1.306871,103.78857,4.5,17,0
388,388,BlackBall,"IMM, 2 Jurong East St 21 #01-48",$0 - $9,Taiwanese,3.5,1.347118,103.728632,4.5,17,0
389,389,BlackBall,"Tampines 1, 10 Tampines Central 1 #02-K2",$0 - $9,Taiwanese,3.5,1.367228,103.928218,4.5,17,0
390,390,BlackBall,"Harbourfront Centre, 1 Maritime Square #02-01/02",$0 - $9,Taiwanese,3.5,1.264621,103.820249,4.5,17,0
391,391,Blanco Court Food Centre (3rd Storey),"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #135",$0 - $9,Teochew,4.5,1.280455,103.844656,4.5,8,0
392,392,Blanco Court Prawn Mee,245 Beach Road,$0 - $9,Singaporean Chinese,3.5,1.300277,103.859569,4.5,15,0
393,393,Blanco Prawn Noodle House,235 Jalan Kayu,$0 - $9,Singaporean,3.5,1.396144,103.872821,4.5,4,0
394,394,Bliss Restaurant,"Cheng San Community Club, Blk 6 Ang Mo Kio St 53 #01-01",$0 - $9,European,3.5,1.36917,103.848432,4.5,28,0
395,395,Blisshouse,"The Central, 6 Eu Tong Sen St #03-21",$11 - $20,European,3.5,1.28878,103.846236,15.5,28,0
396,396,BlooiE&#39;s Roadhouse Bar &amp; Grill,"The Rail Mall, 426/428 Upper Bukit Timah Road",$11 - $20,American,4.0,1.359803,103.767623,15.5,16,0
397,397,BlooiE&#39;s Roadhouse Bar &amp; Grill,"Science Park II, 21 Science Park Rd #01-01 (The Aquarius)",$11 - $20,American,4.0,1.2877,103.781524,15.5,16,0
399,399,Blue Bali,"Singapore Botanic Gardens, House 1D Cluny Road Level 1",$31 - $50,Indonesian,4.0,1.314914,103.816051,40.5,33,0
400,400,Bobby&#39;s Restaurant and Bar,"Chijmes, 30 Victoria St #B1-07",$31 - $50,Multi-Cuisine,3.5,1.295136,103.851929,40.5,1,0
402,402,Bollywood Veggies Poison Ivy Bistro,"Bollywood Veggies, 100 Neo Tiew Road",$0 - $9,Indian,4.0,1.418068,103.717349,4.5,20,0
403,403,Bonchon,"Bugis+, 201 Victoria St #01-11",$21 - $30,Korean,3.5,1.300152,103.856221,25.5,2,0
404,404,Boneless Hainanese Chicken Rice,"Redhill Food Centre, Blk 85 Redhill Lane #01-23",$0 - $9,Hainanese,3.5,1.287312,103.818335,4.5,22,0
405,405,Bonta Italian Restaurant &amp; Bar,"UE Square, 207 River Valley Road #01-61 (River Wing)",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4.0,1.292042,103.842617,40.5,19,1
405,405,Bonta Italian Restaurant &amp; Bar,"UE Square, 207 River Valley Road #01-61 (River Wing)",$31 - $50,"Italian, Middle Eastern/Mediterranean, European",4.0,1.292042,103.842617,40.5,10,1
