,id,name,street_address,price,cuisine,rating,latitude,longitude,price_mid,cuisine_cat,duplicate
2486,2486,Penang Delights - S11,Blk 711 Ang Mo Kio Avenue 8,$0 - $9,Malaysian,3.5,1.371451,103.847901,4.5,25,0
2487,2487,Penang Fried Kway Teow,Blk 448 Clementi Avenue 3  #01-1296,$0 - $9,Malaysian,3.5,1.383654,103.771937,4.5,25,0
2488,2488,Penang Hai Beng Hainan Lor Mee - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #16",$0 - $9,Malaysian,3.0,1.25218,103.824175,4.5,25,0
2489,2489,Penang Kia Prawn Mee,Blk 205D Compassvale Lane #01-02,$0 - $9,Malaysian,3.5,1.386174,103.897541,4.5,25,0
2490,2490,Penang Kitchen,283 Tanjong Katong Road,$11 - $20,Malaysian,4.0,1.306858,103.895766,15.5,25,0
2491,2491,Penang Lim Brothers’ Char Koay Teow - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #15",$0 - $9,Malaysian,3.5,1.25218,103.824175,4.5,25,0
2492,2492,Penang Road Famous Teochew Chendul,"Northpoint City South Wing, 930 Yishun Avenue 2, #01-168/169",$11 - $20,Malaysian,3.5,1.42846,103.836099,15.5,25,0
2493,2493,Penang Seafood Restaurant,76 Lorong 25A Geylang,$0 - $9,Malaysian,4.0,1.315859,103.883326,4.5,25,0
2494,2494,Penang Street,"One@KentRidge, NUH Medical Centre, 1 Lower Kent Ridge Road #01-09 &amp; #01-19/20",$11 - $20,Malaysian,3.5,1.294066,103.784546,15.5,25,0
2495,2495,Penyet Town,"Junction 10, 1 Woodlands Road #01-31",$0 - $9,Indonesian,3.5,1.380526,103.760019,4.5,33,0
2496,2496,Peony Jade,"Clarke Quay, 3A River Valley Road #02-02",$31 - $50,"Cantonese/Hong Kong, Sichuan",4.5,1.29003,103.844764,40.5,6,1
2496,2496,Peony Jade,"Clarke Quay, 3A River Valley Road #02-02",$31 - $50,"Cantonese/Hong Kong, Sichuan",4.5,1.29003,103.844764,40.5,7,1
2496,2496,Peony Jade,"Clarke Quay, 3A River Valley Road #02-02",$31 - $50,"Cantonese/Hong Kong, Sichuan",4.5,1.29003,103.844764,40.5,37,1
2497,2497,Peony Jade,"Keppel Club, 10 Bukit Chermin Road (M level)",$31 - $50,"Cantonese/Hong Kong, Sichuan",3.5,1.267007,103.808896,40.5,6,1
2497,2497,Peony Jade,"Keppel Club, 10 Bukit Chermin Road (M level)",$31 - $50,"Cantonese/Hong Kong, Sichuan",3.5,1.267007,103.808896,40.5,7,1
2497,2497,Peony Jade,"Keppel Club, 10 Bukit Chermin Road (M level)",$31 - $50,"Cantonese/Hong Kong, Sichuan",3.5,1.267007,103.808896,40.5,37,1
2498,2498,People Park Hakka Yong Tau Fu,290 Jalan Besar,$0 - $9,Hakka,3.5,1.310553,103.858968,4.5,47,0
2499,2499,Peperoni Pizzeria,"Hillcrest Park, 6 Greenwood Ave",$21 - $30,Italian,4.0,1.3313,103.807246,25.5,19,0
2500,2500,Peperoni Pizzeria,"Suntec City Mall, 3 Temasek Boulevard #B1-130",$21 - $30,Italian,4.0,1.293422,103.856858,25.5,19,0
2501,2501,Pepper Lunch,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-34",$11 - $20,"American, Japanese",4.0,1.36926,103.849189,15.5,16,1
2501,2501,Pepper Lunch,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-34",$11 - $20,"American, Japanese",4.0,1.36926,103.849189,15.5,24,1
2502,2502,Pepper Lunch,"Suntec City Mall, 3 Temasek Boulevard #B1-010",$11 - $20,Japanese,4.0,1.293422,103.856858,15.5,24,0
2503,2503,Pepper Lunch Express - Food Junction,"Junction 8 Shopping Centre, 9 Bishan Place #04-01",$0 - $9,"American, Japanese",3.5,1.350045,103.848304,4.5,16,1
2503,2503,Pepper Lunch Express - Food Junction,"Junction 8 Shopping Centre, 9 Bishan Place #04-01",$0 - $9,"American, Japanese",3.5,1.350045,103.848304,4.5,24,1
2504,2504,Pepper Lunch Express - Food Junction,"Great World City, 1 Kim Seng Promenade #B1-16/17",$0 - $9,"American, Japanese",4.5,1.293902,103.831787,4.5,16,1
2504,2504,Pepper Lunch Express - Food Junction,"Great World City, 1 Kim Seng Promenade #B1-16/17",$0 - $9,"American, Japanese",4.5,1.293902,103.831787,4.5,24,1
2505,2505,Pepper Lunch Express - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15",$0 - $9,"American, Japanese",4.0,1.300005,103.844626,4.5,16,1
2505,2505,Pepper Lunch Express - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15",$0 - $9,"American, Japanese",4.0,1.300005,103.844626,4.5,24,1
2506,2506,Pepper Lunch Express,"United Square, 101 Thomson Road #B1-02",$0 - $9,"American, Japanese",3.5,1.316866,103.84377,4.5,16,1
2506,2506,Pepper Lunch Express,"United Square, 101 Thomson Road #B1-02",$0 - $9,"American, Japanese",3.5,1.316866,103.84377,4.5,24,1
2507,2507,Pepper Lunch,"JEM, 50 Jurong Gateway Road #04-10/11/12",$11 - $20,"American, Japanese",3.5,1.333169,103.743536,15.5,16,1
2507,2507,Pepper Lunch,"JEM, 50 Jurong Gateway Road #04-10/11/12",$11 - $20,"American, Japanese",3.5,1.333169,103.743536,15.5,24,1
2508,2508,Pepper Steakhouse &amp; Bistro,"Great World City, 1 Kim Seng Promenade #01-66/67",$31 - $50,Australian / New Zealand,3.0,1.293902,103.831787,40.5,29,1
2508,2508,Pepper Steakhouse &amp; Bistro,"Great World City, 1 Kim Seng Promenade #01-66/67",$31 - $50,Australian / New Zealand,3.0,1.293902,103.831787,40.5,30,1
2509,2509,PeraMakan Delicatessens,209 East Coast Road,$11 - $20,"Malaysian, Peranakan / Nonya",3.5,1.30738,103.906667,15.5,25,1
2509,2509,PeraMakan Delicatessens,209 East Coast Road,$11 - $20,"Malaysian, Peranakan / Nonya",3.5,1.30738,103.906667,15.5,13,1
2509,2509,PeraMakan Delicatessens,209 East Coast Road,$11 - $20,"Malaysian, Peranakan / Nonya",3.5,1.30738,103.906667,15.5,14,1
2510,2510,Percolate,Blk 136 Bedok North Ave 3 #01-152B,$11 - $20,American,4.0,1.374723,103.768787,15.5,16,0
2511,2511,Perfecto Kitchen,"Nankin Row, 3 Pickering St #01-27/28",$11 - $20,Fusion,3.5,1.283955,103.847818,15.5,21,0
2512,2512,Perfetto Cafe,11 Bussorah Street,$11 - $20,European,3.5,1.301099,103.860176,15.5,28,0
2513,2513,Petite Patisserie,"Liang Court, 177 River Valley Road #B1-50 (Meidi-Ya Supermarket)",$21 - $30,French,3.5,1.291667,103.844507,25.5,18,0
2514,2514,PGFN,"416 Pandan Gardens, #01-122",$0 - $9,Chinese,3.5,1.320997,103.748329,4.5,5,0
2515,2515,PHO 99 Vietnamese Delights,57/58 Amoy St,$11 - $20,Vietnamese,3.5,1.279968,103.846921,15.5,43,0
2516,2516,Pho House,"Suntec City Mall, 3 Temasek Boulevard #03-008 (Tropics Zone)",$11 - $20,Vietnamese,3.5,1.293422,103.856858,15.5,43,0
2517,2517,Pho Stop,72/74 Tanjong Pagar Road,$11 - $20,Vietnamese,4.0,1.278651,103.843761,15.5,43,0
2518,2518,Pho Street,"Westgate, 3 Gateway Drive, #B2-K6/K7",$11 - $20,Vietnamese,3.0,1.334461,103.742801,15.5,43,0
2519,2519,Pho Street,"The Centrepoint, 176A Orchard Road, #B1-14",$0 - $9,Vietnamese,3.5,1.301371,103.839735,4.5,43,0
2520,2520,PhoPho Vietnamese Cuisine,"Telok Ayer Shop Houses, 123 Telok Ayer St",$11 - $20,Vietnamese,3.5,1.281153,103.848066,15.5,43,0
2521,2521,Pick &amp; Bite - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road (Blk 51)",$0 - $9,Cantonese/Hong Kong,4.0,1.335223,103.775284,4.5,6,1
2521,2521,Pick &amp; Bite - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road (Blk 51)",$0 - $9,Cantonese/Hong Kong,4.0,1.335223,103.775284,4.5,7,1
2523,2523,Picotin,100 Turf Club Road,$11 - $20,European,4.0,1.335293,103.795711,15.5,28,0
2524,2524,Pie Face Bakery Cafe,"313@Somerset, 313 Orchard Road #B3-10",$0 - $9,Australian / New Zealand,3.5,1.301114,103.838872,4.5,29,1
2524,2524,Pie Face Bakery Cafe,"313@Somerset, 313 Orchard Road #B3-10",$0 - $9,Australian / New Zealand,3.5,1.301114,103.838872,4.5,30,1
2526,2526,Pietrasanta,"Wessex Village Square, 5B Portsdown Road #01-03",$31 - $50,Italian,4.0,1.294397,103.796027,40.5,19,0
2530,2530,Pin Wei Seafood Kitchen,19 Toh Yih Drive,$0 - $9,"Singaporean, Chinese",3.5,1.363133,103.973761,4.5,4,1
2530,2530,Pin Wei Seafood Kitchen,19 Toh Yih Drive,$0 - $9,"Singaporean, Chinese",3.5,1.363133,103.973761,4.5,5,1
2532,2532,Pince &amp; Pints,32-33 Duxton Road,$81 - $150,American,3.5,1.279028,103.843474,115.5,16,0
2534,2534,Pioneer Spring,"SAFRA Mount Faber, 2 Telok Blangah Way #02-95",$11 - $20,Peranakan / Nonya,3.5,1.277405,103.817068,15.5,13,1
2534,2534,Pioneer Spring,"SAFRA Mount Faber, 2 Telok Blangah Way #02-95",$11 - $20,Peranakan / Nonya,3.5,1.277405,103.817068,15.5,14,1
2537,2537,Pirates on Robertson Quay,"Robertson Blue, 86 Robertson Quay #01-01",$11 - $20,"American, European",3.5,1.290298,103.837171,15.5,16,1
2537,2537,Pirates on Robertson Quay,"Robertson Blue, 86 Robertson Quay #01-01",$11 - $20,"American, European",3.5,1.290298,103.837171,15.5,28,1
2538,2538,Pita Pan,"Marina Square, 6 Raffles Boulevard #02-183A",$11 - $20,Middle Eastern/Mediterranean,3.5,1.291914,103.856261,15.5,10,1
2538,2538,Pita Pan,"Marina Square, 6 Raffles Boulevard #02-183A",$11 - $20,Middle Eastern/Mediterranean,3.5,1.291914,103.856261,15.5,11,1
2552,2552,Pizzeria Mozza,"Marina Bay Sands, 10 Bayfront Avenue #B1-42/43/44/45/46 (The Shoppes)",$31 - $50,Italian,4.0,1.283697,103.860723,40.5,19,0
2554,2554,Plain Vanilla Bakery,1D Yong Siak St,$0 - $9,European,3.5,1.282408,103.83048,4.5,28,0
2555,2555,Plank Sourdough Pizza,"Opera Estate, 1 Swan Lake Avenue",$21 - $30,Italian,3.5,1.31958,103.924292,25.5,19,0
2556,2556,Plate,"Carlton City Hotel, 1 Gopeng Street Level 3",$31 - $50,Multi-Cuisine,3.5,1.275872,103.843592,40.5,1,0
2557,2557,Platform 1094,1094 Serangoon Rd,$21 - $30,Fusion,3.5,1.323787,103.865115,25.5,21,0
2558,2558,Platypus Kitchen,"Bugis Junction, 200 Victoria St #01-90/91",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.298508,103.855434,15.5,19,1
2558,2558,Platypus Kitchen,"Bugis Junction, 200 Victoria St #01-90/91",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.298508,103.855434,15.5,10,1
2558,2558,Platypus Kitchen,"Bugis Junction, 200 Victoria St #01-90/91",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.298508,103.855434,15.5,11,1
2559,2559,Platypus Test Kitchen,"Clifford Centre, 24 Raffles Place #02-02",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.283876,103.852262,15.5,19,1
2559,2559,Platypus Test Kitchen,"Clifford Centre, 24 Raffles Place #02-02",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.283876,103.852262,15.5,10,1
2559,2559,Platypus Test Kitchen,"Clifford Centre, 24 Raffles Place #02-02",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5,1.283876,103.852262,15.5,11,1
2560,2560,Plaza Brasserie,"PARKROYAL on Beach Road, 7500A Beach Road Level 1",$21 - $30,Multi-Cuisine,4.0,1.300147,103.860571,25.5,1,0
2563,2563,PODI,"Raffles City Shopping Centre, 252 North Bridge Road #B1-45",$11 - $20,American,3.0,1.293883,103.853502,15.5,16,0
2569,2569,Pollen,"Gardens by the Bay, 18 Marina Gardens Drive #01-09 (Flower Dome)",$81 - $150,"Middle Eastern/Mediterranean, European",4.0,1.284366,103.865426,115.5,10,1
2569,2569,Pollen,"Gardens by the Bay, 18 Marina Gardens Drive #01-09 (Flower Dome)",$81 - $150,"Middle Eastern/Mediterranean, European",4.0,1.284366,103.865426,115.5,11,1
2569,2569,Pollen,"Gardens by the Bay, 18 Marina Gardens Drive #01-09 (Flower Dome)",$81 - $150,"Middle Eastern/Mediterranean, European",4.0,1.284366,103.865426,115.5,28,1
2572,2572,Ponggol Nasi Lemak Centre,238 Tanjong Katong Road,$0 - $9,Malay,4.0,1.306774,103.895508,4.5,9,0
2573,2573,Ponggol Nasi Lemak Centre,965 Upper Serangoon Road,$0 - $9,Malay,3.5,1.361906,103.886642,4.5,9,0
2574,2574,Pontian Wanton Noodles,"Redhill Food Centre, Blk 85 Redhill Lane #01-59",$0 - $9,Malaysian,3.5,1.287312,103.818335,4.5,25,0
2575,2575,Pontian Wanton Noodles,"Holland Village Market &amp; Food Centre, 1 Lorong Mambong #01-18",$0 - $9,Malaysian,4.0,1.311803,103.796177,4.5,25,0
2576,2576,Pontian Wanton Noodles,Blk 84 Marine Parade Central #01-167,$0 - $9,Malaysian,3.5,1.30237,103.906235,4.5,25,0
2577,2577,Pontian Wanton Noodles,"1 Pasir Ris Central Street 3, #B1-07/08 White Sands",$0 - $9,Malaysian,3.5,1.372477,103.950032,4.5,25,0
2578,2578,Pontian Wanton Noodles,"United Square, 101 Thomson Road #B1-20",$0 - $9,Malaysian,4.5,1.316866,103.84377,4.5,25,0
2579,2579,Pontini,"Grand Copthorne Waterfront Hotel, 391 Havelock Road Level 2",$21 - $30,Italian,4.0,1.290508,103.834998,25.5,19,0
2580,2580,Pool Grill,"Singapore Marriott Tang Plaza Hotel, 320 Orchard Road Level 5",$31 - $50,European,3.5,1.305109,103.832877,40.5,28,0
2582,2582,Popeyes Louisiana Kitchen,"Jubilee Square, 61 Ang Mo Kio Avenue 8 #01-100",$0 - $9,American,4.0,1.371814,103.847753,4.5,16,0
2583,2583,Popeyes Louisiana Kitchen,"Singapore Flyer, 30 Raffles Ave #01-13",$0 - $9,American,4.0,1.289029,103.862696,4.5,16,0
2584,2584,Popeyes Louisiana Kitchen,"IMM, 2 Jurong East St 21 #01-31/32",$0 - $9,American,3.5,1.347118,103.728632,4.5,16,0
2585,2585,Popeyes Louisiana Kitchen,"Orchard Xchange, 437 Orchard Road #B1-19/23",$0 - $9,American,3.5,1.304292,103.832494,4.5,16,0
2586,2586,Popeyes Louisiana Kitchen,"Downtown East, 1 Pasir Ris Close #01-35/36 (Main Street)",$0 - $9,American,4.0,1.377757,103.955297,4.5,16,0
2587,2587,Popeyes Louisiana Kitchen,"Century Square, 2 Tampines Central 5 #05-14",$0 - $9,American,3.5,1.352179,103.943933,4.5,16,0
2588,2588,Por Kee Eating House,"69 Bukit Merah, Seng Poh Lane #01-02",$0 - $9,Cantonese/Hong Kong,4.0,1.283691,103.817018,4.5,6,1
2588,2588,Por Kee Eating House,"69 Bukit Merah, Seng Poh Lane #01-02",$0 - $9,Cantonese/Hong Kong,4.0,1.283691,103.817018,4.5,7,1
2589,2589,Porridge - Bukit Panjang Coffee Shop,Blk 163 Gangsa Road,$0 - $9,"Singaporean, Chinese",3.5,1.376763,103.764632,4.5,4,1
2589,2589,Porridge - Bukit Panjang Coffee Shop,Blk 163 Gangsa Road,$0 - $9,"Singaporean, Chinese",3.5,1.376763,103.764632,4.5,5,1
2590,2590,Porridge Paradise,2 Tan Quee Lan St #01-02,$0 - $9,Chinese,3.5,1.298002,103.856935,4.5,5,0
2592,2592,Portico,991B Alexandra Road #01-10,$11 - $20,European,3.5,1.274217,103.802897,15.5,28,0
2593,2593,Portico Prime,10 Dempsey Rd #01-20,$31 - $50,European,4.0,1.303287,103.810502,40.5,28,0
2595,2595,Pot Art,"Esplanade Mall, 8 Raffles Avenue #01-13",$11 - $20,Singaporean,3.5,1.289509,103.855511,15.5,4,0
2598,2598,Potluck,"IMM, 2 Jurong East St 21 #01-101A",$0 - $9,Chinese,3.5,1.347118,103.728632,4.5,5,0
2599,2599,Poulet,"Bedok Mall, 311 New Upper Changi Road #B2-31/32",$11 - $20,French,3.5,1.324493,103.929484,15.5,18,0
2600,2600,Poulet,"Bugis+, 201 Victoria St #04-12",$11 - $20,French,3.5,1.300152,103.856221,15.5,18,0
2601,2601,Poulet,"VivoCity, 1 Harbourfront Walk #01-175/176/177",$11 - $20,French,3.5,1.263928,103.822229,15.5,18,0
2602,2602,Prata Planet,Blk 320 Clementi Avenue 4 #01-35/37,$0 - $9,Indian,4.0,1.43206,103.778269,4.5,20,0
2603,2603,Prata Saga Sambal Berlada,"Tekka Centre, 665 Buffalo Road #01-258",$0 - $9,Indian,3.5,1.30619,103.850537,4.5,20,0
2604,2604,Prata Wala,"Bedok Mall, 311 New Upper Changi Road #01-76",$0 - $9,Indian,3.5,1.324493,103.929484,4.5,20,0
2606,2606,Prego,"Fairmont Singapore, 80 Bras Basah Road Level 1",$51 - $80,Italian,3.5,1.294082,103.853857,65.5,19,0
2607,2607,Prima Tower Revolving Restaurant,"Prima Tower, 201 Keppel Road",$31 - $50,Beijing,3.5,1.265103,103.825634,40.5,44,0
2610,2610,Princess Terrace Caf&#233;,"Copthorne King&#39;s Hotel, 403 Havelock Road Lobby",$21 - $30,"Malaysian, Peranakan / Nonya",3.5,1.28979,103.83544,25.5,25,1
2610,2610,Princess Terrace Caf&#233;,"Copthorne King&#39;s Hotel, 403 Havelock Road Lobby",$21 - $30,"Malaysian, Peranakan / Nonya",3.5,1.28979,103.83544,25.5,13,1
2610,2610,Princess Terrace Caf&#233;,"Copthorne King&#39;s Hotel, 403 Havelock Road Lobby",$21 - $30,"Malaysian, Peranakan / Nonya",3.5,1.28979,103.83544,25.5,14,1
2611,2611,Priv&#233; Caf&#233;,"Marina at Keppel Bay, 2 Keppel Bay Vista",$21 - $30,"American, Italian",3.5,1.264079,103.812606,25.5,16,1
2611,2611,Priv&#233; Caf&#233;,"Marina at Keppel Bay, 2 Keppel Bay Vista",$21 - $30,"American, Italian",3.5,1.264079,103.812606,25.5,19,1
2612,2612,Priv&#233;,"Asian Civilisations Museum, 1 Empress Place #01-02",$11 - $20,American,3.5,1.287462,103.851395,15.5,16,0
2613,2613,Procacci,"Customs House, 70 Collyer Quay #01-04",$51 - $80,Italian,3.5,1.28251,103.853544,65.5,19,0
2615,2615,Provence,"Holland Village, 269 Holland Ave",$0 - $9,Japanese,4.0,1.311803,103.796177,4.5,24,0
2616,2616,Provisions,7 Dempsey Road #01-04,$31 - $50,"Singaporean Chinese, Fusion",3.5,1.304714,103.808271,40.5,15,1
2616,2616,Provisions,7 Dempsey Road #01-04,$31 - $50,"Singaporean Chinese, Fusion",3.5,1.304714,103.808271,40.5,21,1
2618,2618,PS.Cafe,"Palais Renaissance, 390 Orchard Road #02-09A",$21 - $30,American,4.0,1.306852,103.829838,25.5,16,0
2620,2620,PS.Cafe Petit,"78 Guan Chuan Street, #01-41",$21 - $30,American,3.5,1.283319,103.831013,25.5,16,0
2621,2621,PS.Cafe,"A.S.H Park, 45 Ann Siang Road #02-02",$21 - $30,American,3.5,1.280652,103.84633,25.5,16,0
2623,2623,Punggol Nasi Padang,"JCube, 2 Jurong East Central 1 #B1-11",$0 - $9,"Indian, Malay",3.0,1.333129,103.740221,4.5,20,1
2623,2623,Punggol Nasi Padang,"JCube, 2 Jurong East Central 1 #B1-11",$0 - $9,"Indian, Malay",3.0,1.333129,103.740221,4.5,9,1
2624,2624,Punggol Nasi Padang,"Far East Plaza, 14 Scotts Road #01-07A",$0 - $9,"Indian, Malay",3.0,1.307079,103.833146,4.5,20,1
2624,2624,Punggol Nasi Padang,"Far East Plaza, 14 Scotts Road #01-07A",$0 - $9,"Indian, Malay",3.0,1.307079,103.833146,4.5,9,1
2627,2627,PUTIEN,127-129 Kitchener Road,$21 - $30,Fujian/Heng Hwa,4.0,1.309572,103.857299,25.5,26,1
2627,2627,PUTIEN,127-129 Kitchener Road,$21 - $30,Fujian/Heng Hwa,4.0,1.309572,103.857299,25.5,27,1
2628,2628,PUTIEN,"Parkway Parade, 80 Marine Parade Road #02-13/13A",$11 - $20,Fujian/Heng Hwa,4.0,1.300837,103.9055,15.5,26,1
2628,2628,PUTIEN,"Parkway Parade, 80 Marine Parade Road #02-13/13A",$11 - $20,Fujian/Heng Hwa,4.0,1.300837,103.9055,15.5,27,1
2629,2629,PUTIEN,2 Orchard Turn #04-12,$11 - $20,Fujian/Heng Hwa,3.5,1.303982,103.831642,15.5,26,1
2629,2629,PUTIEN,2 Orchard Turn #04-12,$11 - $20,Fujian/Heng Hwa,3.5,1.303982,103.831642,15.5,27,1
2630,2630,PUTIEN,"Nex, 23 Serangoon Central #02-18/19",$11 - $20,Fujian/Heng Hwa,4.0,1.351221,103.872292,15.5,26,1
2630,2630,PUTIEN,"Nex, 23 Serangoon Central #02-18/19",$11 - $20,Fujian/Heng Hwa,4.0,1.351221,103.872292,15.5,27,1
2632,2632,Putri Hayyu Authentic Cafe,"Parklane Shopping Mall, 35 Selegie Road",$0 - $9,Filipino,3.5,1.300686,103.849459,4.5,49,0
2633,2633,Pyramid,17 Baghdad Street,$11 - $20,Middle Eastern/Mediterranean,3.5,1.301255,103.859582,15.5,10,1
2633,2633,Pyramid,17 Baghdad Street,$11 - $20,Middle Eastern/Mediterranean,3.5,1.301255,103.859582,15.5,11,1
2634,2634,Qi Ji,"Bugis Village, 160 Rochor Road",$0 - $9,Malay,4.0,1.300549,103.854972,4.5,9,0
2635,2635,Qi Ji,"The Star Vista, 1 Vista Exchange Green #01-22",$0 - $9,Malay,3.5,1.306871,103.78857,4.5,9,0
2636,2636,Qi Ji,"Funan Digitalife Mall, 109 North Bridge Road #01-17",$0 - $9,Malay,3.5,1.29143,103.84988,4.5,9,0
2638,2638,Qi Ji,"Tiong Bahru Plaza, 302 Tiong Bahru Road #02-11",$0 - $9,Singaporean,4.0,1.28643,103.827693,4.5,4,0
2639,2639,Qi Wei Ji Bao,947 Upper Serangoon Road,$0 - $9,"Chinese, Singaporean Chinese",3.5,1.36149,103.886214,4.5,5,1
2639,2639,Qi Wei Ji Bao,947 Upper Serangoon Road,$0 - $9,"Chinese, Singaporean Chinese",3.5,1.36149,103.886214,4.5,15,1
2640,2640,Qian Xi Restaurant,"Civil Service Club, 60 Tessensohn Road",$31 - $50,Cantonese/Hong Kong,3.5,1.315727,103.855914,40.5,6,1
2640,2640,Qian Xi Restaurant,"Civil Service Club, 60 Tessensohn Road",$31 - $50,Cantonese/Hong Kong,3.5,1.315727,103.855914,40.5,7,1
2641,2641,Qing Tian Desserts,"115 Bukit Merah View &amp; Food Centre, Blk 115 Bukit Merah View #01-42",$0 - $9,"Singaporean, Chinese",3.5,1.285187,103.822077,4.5,4,1
2641,2641,Qing Tian Desserts,"115 Bukit Merah View &amp; Food Centre, Blk 115 Bukit Merah View #01-42",$0 - $9,"Singaporean, Chinese",3.5,1.285187,103.822077,4.5,5,1
2642,2642,Qiu Lian Ban Mee,"Super 28 Coffeeshop, Blk 184 Toa Payoh Central",$0 - $9,Chinese,3.5,1.33259,103.849678,4.5,5,0
2643,2643,QQ Noodle House,"Bugis Village, 231 Victoria St",$0 - $9,Malaysian,3.5,1.300549,103.854972,4.5,25,0
2644,2644,QQ Noodle House,"Park Mall, 9 Penang Road #B1-06",$0 - $9,Malaysian,3.5,1.29789,103.845214,4.5,25,0
2645,2645,QQ Rice,"AMK Hub, 53 Ang Mo Kio Ave 3 #B2-07",$0 - $9,Taiwanese,3.0,1.36926,103.849189,4.5,17,0
2646,2646,QQ Rice,"One Raffles Place, 1 Raffles Place #B1-07",$0 - $9,Taiwanese,3.5,1.28453,103.850971,4.5,17,0
2650,2650,Queensway Famous Curry Chicken,"Queensway Shopping Centre, 1 Queensway #01-60",$0 - $9,Singaporean Chinese,4.0,1.287477,103.8034,4.5,15,0
2651,2651,Quentin&#39;s The Eurasian Restaurant,"Eurasian Community House, 139 Ceylon Road",$11 - $20,Fusion,3.5,1.310008,103.899281,15.5,21,0
2652,2652,Qui Yun Ban Mian - Jasen Foodcourt,69 Ayer Rajah Crescent #02,$0 - $9,"Singaporean, Chinese",3.5,1.296202,103.786874,4.5,4,1
2652,2652,Qui Yun Ban Mian - Jasen Foodcourt,69 Ayer Rajah Crescent #02,$0 - $9,"Singaporean, Chinese",3.5,1.296202,103.786874,4.5,5,1
2653,2653,Quiznos,"Changi Airport Terminal 1, 80 Airport Boulevard (Arrival Hall)",$0 - $9,American,4.0,1.362591,103.990648,4.5,16,0
2654,2654,Quiznos,"Square 2, 10 Sinaran Drive #01-47",$0 - $9,American,4.0,1.320635,103.844326,4.5,16,0
2655,2655,Quiznos,"Far East Square, 47 Pekin St #01-01",$0 - $9,American,4.0,1.283288,103.848191,4.5,16,0
2656,2656,R&amp;B Tea,"White Sands,  Pasir Ris Central Street 3, #02-K5/K6",$0 - $9,Taiwanese,3.5,1.372477,103.950032,4.5,17,0
2657,2657,R&amp;B Tea,"‎Tampines MRT Station, 20 Tampines Central 1, #01-18",$0 - $9,Taiwanese,3.5,1.353068,103.943686,4.5,17,0
2659,2659,Rabia Muslim Food,"Circuit Road Hawker Centre, Blk 79/79A Circuit Road #01-96",$0 - $9,"Malay, Singaporean",3.5,1.325511,103.884912,4.5,9,1
2659,2659,Rabia Muslim Food,"Circuit Road Hawker Centre, Blk 79/79A Circuit Road #01-96",$0 - $9,"Malay, Singaporean",3.5,1.325511,103.884912,4.5,4,1
2660,2660,Racines,"Sofitel Singapore City Centre, 9 Wallich Street",$51 - $80,"French, Singaporean Chinese",3.5,1.277111,103.845198,65.5,18,1
2660,2660,Racines,"Sofitel Singapore City Centre, 9 Wallich Street",$51 - $80,"French, Singaporean Chinese",3.5,1.277111,103.845198,65.5,15,1
2661,2661,Raffles Grill,"Raffles Hotel, 1 Beach Road",$151 - $300,"French, European",3.5,1.294926,103.854289,225.5,18,1
2661,2661,Raffles Grill,"Raffles Hotel, 1 Beach Road",$151 - $300,"French, European",3.5,1.294926,103.854289,225.5,28,1
2662,2662,Rahim Muslim Food,"Fu Chan Coffee Shop, Blk 721 Ang Mo Kio Ave 8 #01-04",$0 - $9,Malay,4.0,1.372347,103.847898,4.5,9,0
2663,2663,Railway Bento,"CT Hub, 2 Kallang Ave #02-16",$0 - $9,Taiwanese,3.5,1.325943,103.872234,4.5,17,0
2664,2664,Rakuichi Japanese Restaurant,"Far East Shopping Centre, 545 Orchard Road #03-11",$21 - $30,Japanese,3.5,1.305637,103.830091,25.5,24,0
2665,2665,Rakuichi Japanese Restaurant,"Greenwich V, 1 Seletar Road, #02-12",$21 - $30,Japanese,3.5,1.38754,103.86912,25.5,24,0
2666,2666,Ramen Champion,"Bugis+, 201 Victoria Street, #04-10",$21 - $30,Japanese,4.0,1.300152,103.856221,25.5,24,0
2667,2667,Ramen Champion,"6, Eu Tong Sen Street, #03-89",$21 - $30,Japanese,3.5,1.289276,103.846695,25.5,24,0
2668,2668,Ramen Champion,"Great World City, 1 Kim Seng Promenade #01-22",$11 - $20,Japanese,3.5,1.293902,103.831787,15.5,24,0
2669,2669,Ramen Culture,85 East Coast Road,$11 - $20,Japanese,3.5,1.305528,103.903911,15.5,24,0
2670,2670,Ramen Isshi,"One Raffles Place, 1 Raffles Place #04-29",$11 - $20,Japanese,4.0,1.28453,103.850971,15.5,24,0
